,DATE,MSACSR,MSPUS,S&P Comp.,Dividend,Earnings,CPI,Long Interest Rate GS10,Real Price,Real Dividend,Real Total Return Price,Real Earnings,Real TR Scaled Earnings,CAPE,Total Return CAPE,Excess CAPE Yield,Monthly Total Bond Returns,Real Total Bond Returns
553,2009-02-01,10.5,211521.1360480862,805.23,27.64,9.53,212.19,2.87,1101.8,37.82,547997.32,13.04,6487.89,14.12,15.43,6.79,1.01,45.08
554,2009-03-01,11.0,216714.6332474288,757.13,27.26,6.86,212.71,2.82,1033.47,37.21,515555.26,9.36,4671.2,13.32,14.59,7.26,0.99,45.27
555,2009-04-01,10.7,220900.0,848.15,26.7,7.08,213.24,2.93,1154.83,36.36,577607.18,9.64,4819.35,14.98,16.44,6.27,0.97,44.83
556,2009-05-01,9.3,220411.27301585316,902.41,26.15,7.29,213.86,3.29,1225.17,35.5,614268.72,9.9,4964.56,16.0,17.59,5.51,0.97,43.45
557,2009-06-01,8.5,217118.94933270567,926.12,25.59,7.51,215.69,3.72,1246.65,34.45,626478.28,10.11,5080.18,16.38,18.04,5.02,1.02,41.67
558,2009-07-01,7.9,214300.0,935.82,25.03,9.19,215.35,3.56,1261.71,33.74,635458.25,12.39,6238.1,16.69,18.41,5.02,1.0,42.42
559,2009-08-01,7.5,214189.46050626662,1009.73,24.46,10.86,215.83,3.59,1358.31,32.91,685492.86,14.61,7374.98,18.09,19.98,4.53,1.02,42.35
560,2009-09-01,7.8,216260.43612318192,1044.55,23.9,12.54,215.97,3.4,1404.28,32.13,710039.71,16.86,8524.15,18.83,20.82,4.46,1.0,43.12
561,2009-10-01,7.4,219000.0,1067.66,23.4,25.35,216.18,3.39,1433.96,31.43,726375.03,34.05,17246.7,19.36,21.42,4.32,1.0,43.24
562,2009-11-01,7.6,221380.3820543901,1088.07,22.91,38.16,216.33,3.4,1460.34,30.74,741035.06,51.22,25989.04,19.81,21.94,4.19,0.99,43.29
563,2009-12-01,8.0,222762.67084654834,1110.38,22.41,50.97,215.95,3.59,1492.91,30.13,758837.72,68.53,34833.08,20.32,22.51,3.85,0.99,42.81
564,2010-01-01,8.1,222900.0,1123.58,22.24,54.29,216.69,3.73,1505.52,29.8,766505.71,72.74,37036.61,20.53,22.74,3.67,1.01,42.29
565,2010-02-01,8.3,221660.05266487377,1089.16,22.07,57.61,216.74,3.69,1459.03,29.56,744093.65,77.17,39358.07,19.92,22.07,3.8,1.0,42.55
566,2010-03-01,7.1,220221.75775822677,1152.05,21.9,60.93,217.63,3.73,1536.97,29.22,785081.95,81.29,41521.67,21.0,23.27,3.46,0.99,42.37
567,2010-04-01,6.2,219500.0,1197.32,21.95,62.99,218.01,3.85,1594.59,29.23,815761.32,83.89,42914.25,21.8,24.15,3.18,1.04,42.01
568,2010-05-01,9.3,220492.53876625915,1125.06,21.99,65.04,218.18,3.42,1497.2,29.27,767182.93,86.56,44353.31,20.48,22.68,3.9,1.02,43.63
569,2010-06-01,8.3,222461.93673621328,1083.36,22.04,67.1,217.97,3.2,1443.11,29.36,740723.11,89.38,45878.12,19.74,21.86,4.24,1.02,44.61
570,2010-07-01,8.9,224100.0,1079.8,22.14,68.69,218.01,3.01,1438.07,29.49,739394.66,91.48,47033.3,19.67,21.77,4.43,1.03,45.45
571,2010-08-01,8.8,224624.18692945276,1087.28,22.25,70.27,218.31,2.7,1446.03,29.59,744757.8,93.46,48135.36,19.77,21.88,4.72,1.01,46.72
572,2010-09-01,7.6,224426.12594866383,1122.08,22.35,71.86,218.44,2.65,1491.45,29.71,769423.03,95.51,49275.22,20.38,22.55,4.57,1.01,47.0
573,2010-10-01,8.2,224300.0,1171.58,22.48,73.69,218.71,2.54,1555.31,29.84,803649.42,97.83,50547.91,21.24,23.49,4.48,0.98,47.5
574,2010-11-01,8.2,224822.3441926602,1198.89,22.6,75.52,218.8,2.76,1590.89,29.99,823328.55,100.21,51862.78,21.7,23.99,4.16,0.96,46.67
575,2010-12-01,7.0,225788.24587381794,1241.53,22.73,77.35,219.18,3.29,1644.65,30.11,852447.17,102.47,53109.3,22.4,24.75,3.51,0.99,44.61
576,2011-01-01,7.3,226900.0,1282.62,22.96,78.67,220.22,3.39,1691.02,30.28,877792.75,103.72,53839.76,22.98,25.38,3.28,0.99,44.15
577,2011-02-01,8.1,227788.2914402613,1321.12,23.2,79.99,221.31,3.58,1733.24,30.43,901020.85,104.94,54554.21,23.49,25.93,3.01,1.02,43.36
578,2011-03-01,7.2,228215.93685753143,1304.49,23.43,81.31,223.47,3.41,1694.89,30.44,882406.2,105.64,55001.15,22.9,25.27,3.36,1.0,43.69
579,2011-04-01,6.7,228100.0,1331.51,23.73,82.16,224.91,3.46,1718.93,30.64,896250.05,106.07,55304.8,23.14,25.53,3.29,1.03,43.35
580,2011-05-01,6.6,227265.691930387,1338.31,24.04,83.02,225.96,3.17,1719.62,30.89,897951.33,106.67,55700.79,23.06,25.42,3.6,1.02,44.33
581,2011-06-01,6.6,225677.46322224665,1287.29,24.34,83.87,225.72,3.0,1655.83,31.31,866007.39,107.88,56422.44,22.1,24.36,3.93,1.0,45.14
582,2011-07-01,6.7,223500.0,1325.19,24.62,84.91,225.92,3.0,1703.08,31.64,892093.91,109.12,57157.63,22.61,24.92,3.86,1.06,45.22
583,2011-08-01,6.5,220939.608117064,1185.31,24.9,85.94,226.55,2.3,1519.12,31.91,797127.93,110.15,57797.4,20.05,22.09,5.16,1.03,48.0
584,2011-09-01,6.3,219577.46660212008,1173.88,25.18,86.98,226.89,1.98,1502.19,32.22,789653.27,111.31,58510.27,19.7,21.71,5.54,0.99,49.4
585,2011-10-01,6.0,221100.0,1207.22,25.6,86.97,226.42,2.15,1548.05,32.82,815197.01,111.52,58728.06,20.16,22.21,5.26,1.01,48.83
586,2011-11-01,5.7,226523.27337772626,1226.42,26.01,86.96,226.23,2.01,1574.0,33.39,830326.42,111.61,58874.76,20.35,22.42,5.37,1.0,49.58
587,2011-12-01,5.3,233205.0828923352,1243.32,26.43,86.95,225.67,1.98,1599.63,34.0,845344.49,111.87,59118.09,20.52,22.62,5.37,1.0,49.92
588,2012-01-01,5.3,238400.0,1300.58,26.74,87.48,226.67,1.97,1665.97,34.25,881910.38,112.06,59319.32,21.21,23.39,5.24,1.0,49.82
589,2012-02-01,4.8,239637.64341201598,1352.49,27.04,88.01,227.66,1.97,1724.87,34.49,914611.18,112.24,59516.1,21.8,24.03,5.12,0.98,49.69
590,2012-03-01,4.9,238857.41562516417,1389.24,27.35,88.54,229.39,2.17,1758.38,34.62,933911.71,112.07,59520.7,22.05,24.32,4.89,1.01,48.52
591,2012-04-01,4.9,238700.0,1386.43,27.67,88.33,230.09,2.05,1749.54,34.92,930761.12,111.47,59301.39,21.78,24.02,5.04,1.02,48.98
592,2012-05-01,4.7,241151.53476271534,1341.27,28.0,88.13,229.82,1.8,1694.54,35.37,903069.56,111.34,59335.19,20.94,23.1,5.46,1.02,50.23
593,2012-06-01,4.8,245230.66871447174,1323.48,28.32,87.92,229.48,1.62,1674.52,35.83,893991.57,111.24,59388.69,20.55,22.67,5.71,1.01,51.21
594,2012-07-01,4.6,248800.0,1359.78,28.74,87.45,229.1,1.53,1723.26,36.43,921631.73,110.82,59269.6,21.0,23.17,5.67,0.99,51.79
595,2012-08-01,4.6,250655.8893170959,1403.45,29.17,86.97,230.38,1.68,1768.76,36.76,947604.2,109.61,58724.07,21.41,23.63,5.45,1.0,50.86
596,2012-09-01,4.5,251259.17734994466,1443.42,29.59,86.5,231.41,1.72,1811.05,37.13,971919.81,108.53,58244.35,21.78,24.04,5.36,1.0,50.52
597,2012-10-01,4.9,251700.0,1437.82,30.14,86.5,231.32,1.75,1804.73,37.84,970217.82,108.58,58371.06,21.58,23.82,5.35,1.01,50.47
598,2012-11-01,4.6,252922.3152626561,1394.51,30.7,86.51,230.22,1.65,1758.7,38.71,947207.01,109.1,58758.79,20.9,23.07,5.55,0.99,51.25
599,2012-12-01,4.5,255080.5524983215,1422.29,31.25,86.51,229.6,1.72,1798.58,39.52,970458.66,109.4,59027.61,21.24,23.46,5.4,0.98,51.13
600,2013-01-01,4.0,258400.0,1480.4,31.54,86.91,230.28,1.91,1866.54,39.76,1008917.85,109.57,59228.38,21.9,24.19,5.05,1.0,50.18
601,2013-02-01,4.1,262625.4767540342,1512.31,31.82,87.3,232.17,1.98,1891.28,39.8,1024085.12,109.18,59118.86,22.05,24.37,4.96,1.0,49.54
602,2013-03-01,4.2,266109.60076493333,1550.83,32.11,87.7,232.77,1.96,1934.4,40.05,1049238.3,109.39,59334.81,22.42,24.78,4.87,1.02,49.58
603,2013-04-01,4.4,268100.0,1570.7,32.5,88.78,232.53,1.76,1961.22,40.58,1065621.7,110.86,60233.94,22.6,24.98,5.05,0.99,50.62
604,2013-05-01,4.6,267292.98153374647,1639.84,32.88,89.87,232.95,1.93,2043.91,40.99,1112407.43,112.01,60962.26,23.41,25.88,4.76,0.97,49.83
605,2013-06-01,4.1,265378.2053745318,1618.77,33.27,90.95,233.5,2.3,2012.82,41.37,1097361.73,113.09,61654.87,22.93,25.35,4.49,0.98,48.16
606,2013-07-01,5.5,264800.0,1668.68,33.65,92.09,233.6,2.58,2074.06,41.82,1132650.13,114.46,62507.94,23.49,25.98,4.1,0.99,47.05
607,2013-08-01,5.5,267139.8666401185,1670.09,34.02,93.23,233.88,2.74,2073.32,42.24,1134167.38,115.74,63313.01,23.36,25.83,3.94,1.0,46.44
608,2013-09-01,5.4,270881.2041126806,1687.17,34.4,94.37,234.15,2.81,2092.09,42.66,1146380.02,117.02,64121.51,23.44,25.92,3.83,1.02,46.22
609,2013-10-01,4.9,273600.0,1720.03,34.6,96.31,233.55,2.62,2138.35,43.01,1173688.91,119.74,65720.88,23.83,26.36,3.93,0.99,47.21
610,2013-11-01,5.0,273986.1148492902,1783.54,34.79,98.26,233.07,2.72,2221.84,43.34,1221499.23,122.4,67293.38,24.64,27.25,3.7,0.99,47.0
611,2013-12-01,5.2,273685.9349150993,1807.78,34.99,100.2,233.05,2.9,2252.23,43.59,1240203.97,124.83,68740.91,24.86,27.48,3.5,1.01,46.38
612,2014-01-01,5.1,275200.0,1822.36,35.4,100.42,233.92,2.86,2261.98,43.94,1247589.05,124.64,68745.33,24.86,27.47,3.53,1.02,46.48
613,2014-02-01,5.3,280079.2716531187,1817.04,35.82,100.63,234.78,2.71,2247.07,44.29,1241399.73,124.45,68752.58,24.59,27.17,3.7,1.0,47.02
614,2014-03-01,5.6,285142.5420673082,1863.52,36.23,100.85,236.29,2.72,2289.8,44.52,1267057.6,123.92,68570.64,24.96,27.57,3.63,1.0,46.79
615,2014-04-01,5.7,288000.0,1864.26,36.61,101.61,237.07,2.71,2283.18,44.84,1265463.36,124.44,68970.81,24.79,27.37,3.67,1.02,46.78
616,2014-05-01,5.2,285873.09492914996,1889.77,37.0,102.36,237.9,2.56,2306.37,45.15,1280400.44,124.93,69355.56,24.94,27.54,3.77,1.0,47.34
617,2014-06-01,5.7,281939.6979944508,1947.09,37.38,103.12,238.34,2.6,2371.91,45.54,1318891.81,125.62,69849.94,25.56,28.21,3.62,1.01,47.18
618,2014-07-01,6.2,281000.0,1973.1,37.75,104.07,238.25,2.54,2404.53,46.0,1339163.5,126.82,70631.13,25.82,28.49,3.65,1.01,47.55
619,2014-08-01,5.4,286080.6884548432,1961.53,38.12,105.01,237.85,2.42,2394.43,46.53,1335698.16,128.19,71508.52,25.62,28.26,3.78,0.99,48.24
620,2014-09-01,5.4,293791.2220042519,1993.23,38.49,105.96,238.03,2.53,2431.3,46.95,1358446.0,129.25,72214.92,25.92,28.58,3.61,1.02,47.83
621,2014-10-01,5.3,298900.0,1937.27,38.81,104.74,237.43,2.3,2368.99,47.45,1325842.46,128.09,71684.98,25.16,27.74,3.88,1.0,49.03
622,2014-11-01,5.7,298195.9785198037,2044.57,39.12,103.53,236.15,2.33,2513.78,48.1,1409116.89,127.28,71350.54,26.61,29.32,3.57,1.01,49.26
623,2014-12-01,5.1,293854.29053261277,2054.27,39.44,102.31,234.81,2.21,2540.1,48.77,1426153.73,126.51,71027.56,26.79,29.52,3.65,1.03,50.17
624,2015-01-01,4.8,289200.0,2028.18,39.9,101.29,233.71,1.88,2519.7,49.57,1417017.52,125.84,70767.74,26.49,29.17,3.95,0.99,52.0
625,2015-02-01,4.5,287247.5417894105,2082.2,40.35,100.27,234.72,1.98,2575.63,49.92,1450807.91,124.03,69864.81,27.0,29.72,3.76,1.0,51.39
626,2015-03-01,5.1,287544.26541074074,2079.99,40.81,99.25,236.12,2.04,2557.67,50.18,1443049.02,122.04,68857.36,26.73,29.42,3.72,1.01,50.9
627,2015-04-01,4.9,289100.0,2094.86,41.12,97.8,236.6,1.94,2570.73,50.46,1452789.49,120.02,67826.8,26.79,29.48,3.77,0.98,51.34
628,2015-05-01,5.0,290977.55146595073,2111.94,41.43,96.36,237.81,2.2,2578.55,50.58,1459588.95,117.65,66593.33,26.81,29.49,3.57,0.99,49.98
629,2015-06-01,5.4,293219.3372481031,2099.29,41.74,94.91,238.64,2.36,2554.15,50.78,1448177.52,115.47,65472.86,26.5,29.14,3.48,1.01,49.19
630,2015-07-01,5.2,295800.0,2094.14,42.0,93.49,238.65,2.32,2547.72,51.09,1446942.08,113.74,64599.04,26.38,29.01,3.49,1.02,49.46
631,2015-08-01,5.0,298829.7472391732,2039.87,42.25,92.08,238.32,2.17,2485.21,51.48,1413879.67,112.18,63820.4,25.69,28.25,3.68,1.0,50.29
632,2015-09-01,5.9,301402.0684934359,1944.41,42.51,90.66,237.95,2.17,2372.61,51.87,1352274.75,110.63,63051.12,24.5,26.94,3.73,1.01,50.46
633,2015-10-01,5.6,302500.0,2024.81,42.8,89.28,237.84,2.07,2471.82,52.25,1411305.71,108.99,62231.06,25.49,28.03,3.64,0.98,51.02
634,2015-11-01,5.5,301672.83357655175,2080.62,43.1,87.91,237.34,2.26,2545.33,52.72,1455781.55,107.54,61507.1,26.23,28.83,3.4,1.0,50.36
635,2015-12-01,5.1,300223.6276298019,2054.08,43.39,86.53,236.53,2.24,2521.47,53.26,1444678.43,106.22,60858.4,25.97,28.54,3.47,1.02,50.71
636,2016-01-01,5.6,299800.0,1918.6,43.55,86.5,236.92,2.09,2351.28,53.38,1349713.9,106.01,60851.79,24.21,26.61,3.84,1.03,51.4
637,2016-02-01,5.5,301620.9981787329,1904.42,43.72,86.47,237.11,1.78,2331.98,53.53,1341197.36,105.88,60896.93,24.0,26.39,4.17,0.99,52.9
638,2016-03-01,5.5,304186.45369628735,2021.95,43.88,86.44,238.13,1.89,2465.28,53.5,1420427.32,105.39,60724.42,25.37,27.89,3.82,1.01,52.23
639,2016-04-01,5.0,306000.0,2075.54,44.07,86.6,239.26,1.81,2518.68,53.48,1453762.25,105.09,60656.89,25.92,28.5,3.78,1.0,52.44
640,2016-05-01,5.1,305622.01176842774,2065.55,44.27,86.76,240.23,1.81,2496.46,53.5,1443508.65,104.86,60632.19,25.69,28.24,3.81,1.02,52.31
641,2016-06-01,5.3,304261.0483700566,2083.89,44.46,86.92,241.02,1.64,2510.38,53.56,1454138.87,104.71,60652.79,25.84,28.4,3.97,1.01,53.02
642,2016-07-01,4.5,303800.0,2148.9,44.65,87.64,240.63,1.5,2592.89,53.88,1504533.8,105.75,61362.72,26.69,29.33,3.94,1.0,53.87
643,2016-08-01,5.0,305504.5768702744,2170.95,44.84,88.37,240.85,1.56,2617.09,54.05,1521191.0,106.53,61918.78,26.95,29.61,3.83,0.99,53.59
644,2016-09-01,5.2,308416.9125912587,2157.69,45.03,89.09,241.43,1.63,2594.87,54.15,1510896.88,107.14,62384.22,26.73,29.36,3.87,0.99,53.19
645,2016-10-01,5.2,310900.0,2143.02,45.25,90.91,241.73,1.76,2574.02,54.35,1501393.2,109.19,63691.27,26.53,29.13,3.83,0.97,52.56
646,2016-11-01,5.2,312031.66507554275,2164.99,45.48,92.73,241.35,2.14,2604.46,54.71,1521807.5,111.55,65181.46,26.85,29.48,3.41,0.97,50.94
647,2016-12-01,5.4,312389.46761882416,2246.63,45.7,94.55,241.43,2.49,2701.79,54.96,1581352.94,113.71,66551.64,27.87,30.59,2.91,1.01,49.45
648,2017-01-01,5.4,313100.0,2275.12,45.93,96.46,242.84,2.43,2720.2,54.91,1594806.22,115.33,67618.55,28.06,30.79,2.97,1.0,49.52
649,2017-02-01,5.3,314899.6618647399,2329.91,46.15,98.38,243.6,2.42,2776.97,55.01,1630778.15,117.25,68856.96,28.66,31.43,2.88,1.0,49.51
650,2017-03-01,5.0,316819.32929281186,2366.82,46.38,100.29,243.8,2.48,2818.67,55.23,1657970.27,119.44,70253.69,29.09,31.89,2.69,1.02,49.31
651,2017-04-01,5.4,318200.0,2359.31,46.66,101.53,244.52,2.3,2801.42,55.4,1650538.55,120.56,71031.23,28.9,31.67,2.86,1.0,50.05
652,2017-05-01,5.1,318214.9684192732,2395.35,46.94,102.78,244.73,2.3,2841.78,55.69,1677054.73,121.93,71956.96,29.31,32.1,2.75,1.01,50.1
653,2017-06-01,5.3,318342.7751937131,2433.99,47.22,104.02,244.96,2.19,2885.01,55.97,1705315.83,123.29,72879.08,29.75,32.56,2.8,0.99,50.64
654,2017-07-01,5.8,320500.0,2454.1,47.54,105.04,244.79,2.32,2910.85,56.38,1723369.85,124.59,73763.4,30.0,32.82,2.64,1.01,50.19
655,2017-08-01,6.1,326021.210860721,2456.22,47.85,106.06,245.52,2.21,2904.67,56.59,1722501.04,125.42,74377.89,29.91,32.71,2.81,1.0,50.62
656,2017-09-01,5.3,332819.3285912349,2492.84,48.17,107.08,246.82,2.2,2932.45,56.66,1741774.48,125.96,74817.96,30.17,32.97,2.82,0.99,50.49
657,2017-10-01,5.5,337900.0,2557.0,48.42,108.01,246.66,2.36,3009.82,57.0,1790554.97,127.14,75637.0,30.92,33.78,2.55,1.0,49.91
658,2017-11-01,4.8,339377.01226129854,2593.61,48.68,108.95,246.67,2.35,3052.84,57.3,1818987.62,128.24,76408.03,31.3,34.17,2.46,1.0,50.05
659,2017-12-01,5.6,337194.9057908535,2664.34,48.93,109.88,246.52,2.4,3137.94,57.63,1872553.43,129.41,77225.94,32.09,35.02,2.33,0.99,49.95
660,2018-01-01,5.7,331800.0,2789.8,49.29,111.73,247.87,2.58,3267.9,57.73,1952976.64,130.88,78218.0,33.31,36.33,2.04,0.98,49.0
661,2018-02-01,5.7,324301.4785807551,2705.16,49.64,113.59,248.99,2.86,3154.45,57.89,1888059.37,132.45,79277.52,32.04,34.93,1.9,1.0,47.71
662,2018-03-01,5.3,318247.5822330478,2702.77,50.0,115.44,249.55,2.84,3144.55,58.17,1885037.09,134.31,80513.21,31.81,34.68,1.88,1.0,47.79
663,2018-04-01,5.5,315600.0,2653.63,50.33,117.79,250.55,2.87,3075.16,58.32,1846350.37,136.5,81953.95,30.97,33.75,1.91,0.99,47.59
664,2018-05-01,5.4,319087.92322133144,2701.49,50.66,120.13,251.59,2.98,3117.65,58.46,1874790.8,138.64,83370.61,31.24,34.04,1.73,1.01,47.08
665,2018-06-01,5.9,325776.05956284684,2754.35,50.99,122.48,251.99,2.91,3173.6,58.75,1911377.15,141.12,84994.82,31.63,34.46,1.67,1.0,47.39
666,2018-07-01,6.2,330900.0,2793.64,51.44,125.12,252.01,2.89,3218.65,59.27,1941486.13,144.15,86951.89,31.89,34.73,1.62,1.0,47.58
667,2018-08-01,6.5,331384.6365899654,2857.82,51.89,127.75,252.15,2.89,3290.77,59.75,1987989.82,147.11,88869.25,32.39,35.27,1.61,0.99,47.67
668,2018-09-01,6.6,327943.67049795145,2901.5,52.34,130.39,252.44,3.0,3337.19,60.2,2019062.92,149.97,90734.31,32.62,35.52,1.51,0.99,47.28
669,2018-10-01,7.0,322800.0,2785.46,52.81,131.06,252.89,3.15,3198.07,60.63,1937952.82,150.47,91181.22,31.04,33.79,1.63,1.01,46.71
670,2018-11-01,6.7,317503.8403003251,2723.23,53.28,131.72,252.04,3.12,3137.13,61.38,1904123.64,151.74,92102.95,30.2,32.88,1.92,1.03,47.11
671,2018-12-01,7.5,313844.84911650466,2567.31,53.75,132.39,251.23,2.83,2966.99,62.12,1803995.81,153.0,93027.72,28.29,30.82,2.5,1.01,48.57
672,2019-01-01,6.9,313000.0,2607.39,54.15,133.06,251.71,2.71,3007.57,62.46,1831837.27,153.48,93479.75,28.38,30.93,2.59,1.0,49.1
673,2019-02-01,6.4,315834.42900836654,2754.86,54.54,133.72,252.78,2.68,3164.3,62.65,1930476.28,153.6,93707.02,29.54,32.21,2.47,1.01,49.13
674,2019-03-01,5.8,319663.4954673912,2803.98,54.94,134.39,254.2,2.57,3202.66,62.75,1957065.04,153.5,93798.8,29.58,32.26,2.61,1.01,49.43
675,2019-04-01,5.7,322500.0,2903.8,55.32,134.68,255.55,2.53,3299.2,62.85,2019260.93,153.02,93656.86,30.13,32.88,2.61,1.01,49.45
676,2019-05-01,6.5,321936.5077398073,2854.71,55.7,134.98,256.09,2.4,3236.54,63.15,1984128.36,153.03,93813.74,29.24,31.93,2.84,1.03,50.01
677,2019-06-01,5.3,319662.486589555,2890.17,56.08,135.27,256.14,2.06,3276.09,63.57,2011621.74,153.33,94150.89,29.28,31.99,3.09,1.04,51.63
678,2019-07-01,5.8,318400.0,2996.11,56.46,134.48,256.57,1.63,3390.51,63.89,2085151.34,152.18,93591.63,29.99,32.77,3.47,1.0,53.66
679,2019-08-01,5.6,320004.4252982061,2897.5,56.84,133.69,256.56,1.63,3279.08,64.32,2019918.5,151.3,93198.65,28.71,31.39,3.6,0.99,53.73
680,2019-09-01,5.4,323528.981990686,2982.16,57.22,132.9,256.76,1.7,3372.24,64.7,2080629.65,150.28,92723.41,29.23,31.97,3.47,1.0,53.42
681,2019-10-01,5.4,327100.0,2977.68,57.56,135.09,257.35,1.71,3359.5,64.94,2076107.0,152.41,94187.86,28.84,31.56,3.52,0.99,53.33
682,2019-11-01,5.6,329496.8272692959,3104.9,57.9,137.28,257.21,1.81,3504.92,65.36,2169338.24,154.97,95914.95,29.84,32.66,3.29,1.0,52.95
683,2019-12-01,5.6,330169.0624481459,3176.75,58.24,139.47,256.97,1.86,3589.29,65.8,2224950.13,157.58,97682.8,30.33,33.21,3.19,1.01,52.84
684,2020-01-01,5.5,329000.0,3278.2,58.69,131.76,257.97,1.76,3689.6,66.05,2290545.1,148.29,92060.99,30.99,33.92,3.23,1.03,53.19
685,2020-02-01,5.7,326149.39435950667,3277.31,59.13,124.04,258.68,1.5,3678.52,66.37,2287099.27,139.23,86564.61,30.73,33.64,3.54,1.06,54.39
686,2020-03-01,6.5,323477.17445585964,2652.39,59.58,116.33,258.12,0.87,2983.59,67.02,1858503.42,130.86,81511.17,24.82,27.18,4.88,1.02,57.84
687,2020-04-01,6.7,322600.0,2761.98,59.61,110.63,256.39,0.66,3127.77,67.51,1951818.65,125.28,78179.45,25.93,28.41,4.83,1.0,59.45
688,2020-05-01,5.3,325130.1148873368,2919.62,59.65,104.93,256.39,0.67,3306.22,67.55,2066690.99,118.82,74276.19,27.33,29.95,4.62,0.99,59.42
689,2020-06-01,3.9,330594.9622168191,3104.66,59.68,99.23,257.8,0.73,3496.64,67.21,2189219.3,111.76,69971.0,28.84,31.61,4.43,1.01,58.79
690,2020-07-01,3.5,337500.0,3207.62,59.4,98.89,259.1,0.62,3594.41,66.57,2253909.01,110.82,69489.73,29.6,32.45,4.5,1.0,59.15
691,2020-08-01,3.3,345183.21849407715,3391.71,59.13,98.56,259.92,0.65,3788.76,66.05,2379224.85,110.09,69135.77,31.16,34.17,4.32,1.0,58.83
692,2020-09-01,3.4,352573.20912594785,3365.52,58.85,98.22,260.28,0.68,3754.27,65.65,2361002.59,109.57,68904.03,30.84,33.82,4.33,0.99,58.61
693,2020-10-01,3.4,358700.0,3418.7,58.66,96.86,260.39,0.79,3812.01,65.41,2400746.24,108.0,68016.55,31.28,34.31,4.17,0.99,58.0
694,2020-11-01,4.1,363440.64873661817,3548.99,58.47,95.49,260.23,0.87,3959.71,65.24,2497188.25,106.54,67192.26,32.47,35.61,3.96,1.0,57.63
695,2020-12-01,4.1,366859.7676622931,3695.31,58.28,94.13,260.47,0.93,4119.09,64.96,2601110.43,104.92,66257.64,33.77,37.03,3.77,0.99,57.29
696,2021-01-01,4.0,369800.0,3793.75,58.06,105.49,261.58,1.08,4210.9,64.45,2662481.02,117.09,74031.33,34.51,37.84,3.55,0.98,56.29
697,2021-02-01,4.8,372833.46447932906,3883.43,57.85,116.84,263.01,1.26,4286.98,63.86,2713947.73,128.99,81656.3,35.1,38.48,3.33,0.97,55.1
698,2021-03-01,4.2,376503.001498377,3910.51,57.63,128.2,264.88,1.61,4286.5,63.17,2716981.3,140.53,89072.05,35.04,38.4,2.96,1.0,53.01
699,2021-04-01,4.7,382600.0,4141.18,57.71,138.39,267.05,1.64,4502.35,62.74,2857106.12,150.46,95476.59,36.72,40.22,2.82,1.0,52.51
700,2021-05-01,5.4,391118.8155144421,4167.85,57.79,148.57,269.2,1.62,4495.31,62.33,2855934.85,160.25,101806.88,36.55,40.01,2.88,1.01,52.26
701,2021-06-01,5.8,401407.0948257946,4238.49,57.87,158.76,271.7,1.52,4529.42,61.84,2880878.49,169.66,107908.32,36.7,40.15,3.08,1.02,52.32
702,2021-07-01,6.0,411200.0,4363.71,58.33,164.32,273.0,1.32,4640.91,62.03,2955080.39,174.75,111274.27,37.44,40.94,3.26,1.0,53.1
703,2021-08-01,6.5,419457.9950032667,4454.21,58.79,169.87,273.57,1.28,4727.39,62.4,3013454.29,180.29,114926.32,37.97,41.49,3.26,0.99,53.25
704,2021-09-01,6.1,424128.35069298465,4445.54,59.25,175.43,274.31,1.37,4705.41,62.72,3002778.61,185.68,118495.63,37.62,41.07,3.2,0.98,52.72
705,2021-10-01,6.9,423600.0,4460.71,59.64,182.91,276.59,1.58,4682.56,62.6,2991523.96,192.01,122666.57,37.25,40.64,3.13,1.0,51.34
706,2021-11-01,6.2,418239.65358456457,4667.39,60.02,190.39,277.95,1.56,4875.56,62.69,3118164.52,198.88,127194.81,38.58,42.05,3.11,1.01,51.25
707,2021-12-01,5.6,416497.83882310125,4674.77,60.4,197.87,278.8,1.47,4868.32,62.9,3116884.77,206.06,131928.98,38.3,41.72,3.28,0.97,51.58
